Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-5721.038	-5894.592	173.5544	0.0999041	0.131662	0.00516302	0.0199484	0.0603701	0.0383853	0.0402135	0.0186459	0.0536379	0.0466277	0.108324	0.0965145	0.0791253	0.071399	0.00903852	0.0986046	0.0411167	0.0853544	0.0454323	0.0158632	0.053797	0.0422705	0.0365251	0.0499136	0.0384002	0.0375452	0.0057852	0.0291474	0.0844933	0.114004	0.0144546	0.0202614	0.0264795	0.00498748	0.0168504	0.0267733	0.0125762	0.0456226	0.0674679	0.033511	0.0557174	0.11212	0.0278138	0.0680847	0.0585313	0.0850194	0.0512816	0.0304645	0.0519145	0.0595764	0.0826565	0.0254312	0.030019	0.0110041	0.0184173	0.0156882	0.0530484	0.0246692	0.166072	0.0276603	0.0588952	0.0622307	0.0389417	0.025303	0.0136192	0.0943283	0.0685457	0.0460758	0.0654068	0.025269	0.00706057	0.0134901	0.0698671	0.042652	0.0304675	0.047249	0.0604628	0.040834	0.0109446	0.038902	0.0353004	0.0286898	0.0822266	0.023978	0.0594607	0.0152396	0.0920914	0.0322267	0.0385554	0.0389699	0.0406464	0.0279652	0.0134252	0.128164	0.00840531	0.0668588	0.0115071	0.0464846	0.0322543	0.0400328	0.00391742	0.8404621	1.159538	0.203026	0.459506	0.784587	1.27456	2.17625	4.92547	1.152876	1.379643	0.0212186	0.0279635	0.00109657	0.00423683	0.012822	0.00815264	0.00854092	0.0039602	0.0113921	0.00990323	0.0230068	0.0204987	0.0168054	0.0151644	0.00191969	0.0209426	0.00873277	0.0181284	0.00964935	0.00336917	0.0114259	0.00897781	0.00775755	0.0106011	0.00815579	0.00797421	0.00122872	0.0061906	0.0179455	0.0242132	0.00307	0.00430331	0.00562397	0.00105929	0.00357886	0.00568637	0.00267106	0.00968976	0.0143295	0.00711739	0.0118338	0.0238131	0.00590735	0.0144605	0.0124314	0.0180572	0.0108917	0.00647035	0.0110261	0.0126534	0.0175554	0.00540133	0.00637573	0.00233716	0.00391164	0.00333201	0.0112669	0.00523948	0.0352719	0.00587476	0.0125087	0.0132171	0.0082708	0.0053741	0.00289258	0.0200343	0.0145584	0.00978602	0.0138917	0.00536687	0.00149959	0.00286515	0.014839	0.00905885	0.00647097	0.0100352	0.0128417	0.00867272	0.00232451	0.00826237	0.00749743	0.00609341	0.0174641	0.00509269	0.0126288	0.00323673	0.0195593	0.00684461	0.00818876	0.0082768	0.00863287	0.00593951	0.00285137	0.0272207	0.0017852	0.0142001	0.00244399	0.00987284	0.00685047	0.00850256	0.00083202	0.579769	0.420231	4.708329
36	-5733.102	-5901.908	168.8064	0.1923	0.189088	0.110206	0.130911	0.0735354	0.0717046	0.0352677	0.0477042	0.0645218	0.0984098	0.0967537	0.217903	0.104832	0.0431885	0.0138523	0.101157	0.0279712	0.144054	0.0732439	0.014913	0.022389	0.0412941	0.0368999	0.215238	0.0991847	0.106242	0.00037743	0.0326943	0.116545	0.247075	0.0269296	0.0380355	0.028019	0.00696947	0.0155464	0.0568619	0.042545	0.0254713	0.0795066	0.0549977	0.0774701	0.195126	0.0527839	0.121177	0.0673812	0.0480357	0.0299888	0.0617761	0.0682272	0.0867084	0.0918761	0.0385833	0.054205	0.0315076	0.0319463	0.0180107	0.0964473	0.073028	0.321421	0.0430471	0.0504922	0.11692	0.0641131	0.00270946	0.0228769	0.139377	0.131723	0.0961803	0.103086	0.0302239	0.060144	0.0425913	0.129519	0.0520407	0.0587004	0.064572	0.046654	0.0732907	0.054744	0.0782116	0.0324903	0.0850244	0.155589	0.0449859	0.113421	0.0312897	0.0467703	0.0825519	0.0439098	0.00351864	0.0533227	0.0391125	0.00328055	0.198949	0.107648	0.0942939	0.00390916	0.021568	0.0324069	0.112594	0.00542058	0.9188257	1.081174	0.256793	0.515291	0.813141	1.2298	1.94065	3.89418	0.9830006	1.176691	0.0256972	0.025268	0.0147269	0.0174937	0.00982658	0.00958194	0.00471284	0.00637475	0.0086221	0.0131506	0.0129293	0.0291186	0.0140087	0.00577131	0.00185109	0.0135177	0.00373781	0.0192501	0.00978763	0.00199283	0.00299185	0.00551816	0.00493095	0.0287624	0.0132541	0.0141972	5.04362e-05	0.00436896	0.0155739	0.0330169	0.00359863	0.00508271	0.00374421	0.000931335	0.00207748	0.00759849	0.00568532	0.00340375	0.0106245	0.00734938	0.0103524	0.0260748	0.00705355	0.016193	0.0090042	0.00641905	0.00400742	0.00825518	0.00911724	0.0115869	0.0122775	0.00515592	0.00724345	0.00421038	0.004269	0.00240678	0.0128883	0.00975879	0.0429518	0.00575241	0.00674731	0.0156241	0.00856748	0.000362067	0.00305706	0.0186251	0.0176023	0.0128526	0.0137755	0.00403884	0.00803708	0.0056915	0.0173077	0.00695424	0.00784417	0.0086288	0.00623441	0.00979389	0.00731548	0.0104515	0.00434171	0.0113619	0.0207914	0.00601149	0.0151565	0.00418126	0.00624995	0.0110315	0.00586769	0.000470199	0.00712554	0.00522663	0.000438382	0.0265857	0.014385	0.0126006	0.000522384	0.00288214	0.00433055	0.015046	0.000724356	0.540587	0.459413	7.48331
72	-5717.725	-5890.144	172.4183	0.145889	0.0819104	0.0319813	0.0454513	0.0655397	0.0490817	0.00525494	0.0143711	0.0241851	0.0128667	0.0985369	0.175369	0.0391282	0.10259	0.0233409	0.0670061	0.0373378	0.0489973	0.0266091	0.0176022	0.0319586	0.0830384	0.015769	0.0714518	0.0531645	0.0482185	0.000745075	0.0498297	0.072654	0.118596	0.0228625	0.0546663	0.0222233	0.00316508	0.0128734	0.0627408	0.0398101	0.0380292	0.0761143	0.0750375	0.0535243	0.173192	0.0666956	0.0503848	0.070389	0.0483671	0.0225908	0.0270944	0.0630433	0.0788294	0.0113823	0.046732	0.0154585	0.153842	0.0708646	0.0151275	0.0289035	0.0454835	0.03647	0.0812372	0.056746	0.0132026	0.0329809	0.0147449	0.165944	0.0558936	0.0969043	0.0548287	0.0246472	0.0352858	0.0369099	0.0435714	0.0930268	0.0692454	0.0205813	0.118458	0.0347059	0.06745	0.0838035	0.0148156	0.0256421	0.0453722	0.0532647	0.0849644	0.0153485	0.0554487	0.0453361	0.0219885	0.0539797	0.0258339	0.0589739	0.0699522	0.0805744	0.0463773	0.0541021	0.090198	0.0148795	0.0360157	0.0320294	0.0816797	0.014246	0.850847	1.149153	0.210102	0.467248	0.788687	1.26793	2.14019	4.75959	1.128105	1.350599	0.0271899	0.015266	0.00596047	0.00847094	0.0122149	0.00914754	0.000979384	0.00267839	0.00450747	0.00239802	0.0183647	0.0326842	0.00729248	0.01912	0.00435013	0.0124882	0.00695879	0.00913182	0.00495924	0.00328059	0.00595624	0.0154762	0.00293893	0.0133167	0.00990847	0.00898666	0.000138863	0.00928694	0.0135408	0.0221031	0.00426096	0.0101884	0.00414185	0.000589888	0.00239926	0.0116932	0.00741957	0.00708766	0.0141857	0.013985	0.00997553	0.0322785	0.0124303	0.0093904	0.0131187	0.00901437	0.00421033	0.00504969	0.0117496	0.0146917	0.00212137	0.00870962	0.00288105	0.0286721	0.0132073	0.00281938	0.00538686	0.00847694	0.00679705	0.0151405	0.010576	0.00246061	0.00614677	0.00274806	0.0309276	0.0104171	0.0180604	0.0102186	0.0045936	0.00657634	0.00687905	0.00812058	0.0173378	0.0129055	0.00383581	0.0220775	0.00646827	0.0125709	0.0156188	0.00276123	0.00477901	0.00845618	0.00992715	0.0158351	0.00286056	0.0103342	0.00844945	0.00409808	0.0100604	0.00481476	0.0109912	0.0130373	0.015017	0.00864351	0.0100832	0.0168105	0.00277315	0.00671239	0.00596943	0.015223	0.00265508	0.574577	0.425423	5.36556
108	-5706.724	-5877.936	171.2124	0.140468	0.132277	0.0647657	0.0519351	0.0501667	0.0411978	0.0121948	0.0105318	0.0792335	0.0618092	0.111242	0.155382	0.0549843	0.0592799	0.0238068	0.110123	0.0346365	0.0840854	0.0372996	0.052301	0.0080447	0.123479	0.0268842	0.234107	0.033372	0.10121	0.0182845	0.00348032	0.106051	0.202881	0.015089	0.0193208	0.00159731	0.000933142	0.00581288	0.0606413	0.00798456	0.0360038	0.0931445	0.0670181	0.073757	0.226082	0.045368	0.0839337	0.0555307	0.0655752	0.0544346	0.0553002	0.0321733	0.0803538	0.0852617	0.0667798	0.0594969	0.0387494	0.0662688	0.00500485	0.00652398	0.0227022	0.0531147	0.0515003	0.0481354	0.0858947	0.0267795	0.112704	0.16517	0.0717784	0.107985	0.0469425	0.0601357	0.0307048	0.0453097	0.249082	0.0185895	0.0543473	0.0657822	0.0673812	0.0239394	0.080157	0.0408113	0.00321439	0.0264638	0.0359112	0.0466023	0.0860777	0.0513074	0.0213176	0.0559293	0.0287276	0.0147095	0.0428118	0.000530548	0.0387887	0.01317	0.0523152	0.0505317	0.0487985	0.0754828	0.0963642	0.0197779	0.0427193	0.0457386	0.8379413	1.162059	0.237836	0.496374	0.803708	1.24423	2.01461	4.20457	1.038452	1.386802	0.02318	0.0218282	0.0106876	0.0085703	0.00827848	0.00679844	0.00201238	0.00173795	0.0130751	0.0101997	0.0183571	0.0256411	0.00907348	0.00978233	0.00392859	0.0181725	0.0057157	0.0138757	0.00615515	0.00863069	0.00132753	0.0203764	0.00443642	0.0386323	0.00550703	0.0167017	0.0030173	0.000574321	0.0175005	0.0334793	0.00248997	0.0031883	0.000263587	0.000153987	0.000959239	0.010007	0.00131761	0.00594132	0.0153707	0.0110593	0.0121713	0.037308	0.00748661	0.0138507	0.00916365	0.0108212	0.00898276	0.00912562	0.00530923	0.0132599	0.0140698	0.01102	0.00981815	0.00639441	0.0109356	0.000825898	0.00107658	0.00374631	0.00876496	0.00849856	0.00794328	0.0141743	0.00441914	0.0185984	0.0272562	0.0118448	0.0178196	0.00774642	0.00992356	0.00506689	0.00747698	0.0411034	0.00306762	0.00896837	0.0108553	0.0111192	0.00395047	0.0132275	0.00673465	0.000530438	0.00436704	0.00592605	0.00769029	0.0142045	0.00846672	0.00351781	0.00922943	0.00474061	0.00242736	0.00706478	8.75508e-05	0.00640089	0.0021733	0.00863303	0.00833871	0.0080527	0.0124561	0.015902	0.00326374	0.00704952	0.00754776	0.581029	0.418971	6.059889
144	-5712.374	-5884.729	172.356	0.228711	0.066748	0.0968352	0.0449378	0.0705249	0.0425796	0.0134119	0.0142907	0.0337909	0.0359249	0.0809719	0.166318	0.0702098	0.0181798	0.0483594	0.108116	0.0453817	0.0387845	0.059132	0.0312653	0.0493397	0.0520105	0.0290161	0.0710598	0.0353639	0.0646725	0.00413598	0.0359814	0.0776761	0.173551	0.0195771	0.0643801	0.0145866	0.00132003	0.0139794	0.0569358	0.00700618	0.016648	0.0625905	0.0335013	0.0675134	0.14789	0.0364048	0.0777413	0.0859911	0.0699731	0.0439361	0.0429713	0.00727324	0.0596054	0.0233396	0.0147749	0.0346423	0.271157	0.0279909	0.0343116	0.0224488	0.0279943	0.0220374	0.0124541	0.00319345	0.0176934	0.0354028	0.0313278	0.136899	0.0686511	0.019338	0.0736061	0.0709082	0.0540711	0.0215856	0.0277078	0.0792979	0.0894501	0.0567182	0.0645643	0.0739795	0.0498985	0.0583711	0.0119439	0.0109913	0.0245381	0.0757301	0.077455	0.0515359	0.0435272	0.0247016	0.0592378	0.0262527	0.0227355	0.0590977	0.00674844	0.0784572	0.0530962	0.0371427	0.0804575	0.0539176	0.058981	0.0107518	0.0968058	0.0054892	0.7918825	1.208118	0.212149	0.469463	0.789852	1.26606	2.1301	4.71367	1.121095	1.525627	0.042906	0.0125219	0.0181662	0.0084303	0.0132304	0.0079879	0.00251607	0.00268092	0.00633915	0.00673947	0.0151903	0.0312011	0.0131713	0.00341052	0.00907219	0.0202824	0.00851356	0.00727593	0.0110931	0.00586535	0.00925608	0.00975713	0.00544339	0.0133308	0.00663424	0.0121325	0.000775905	0.00675008	0.014572	0.0325581	0.00367264	0.0120776	0.00273644	0.000247637	0.00262253	0.0106811	0.00131435	0.00312316	0.0117419	0.00628482	0.0126655	0.027744	0.00682951	0.0145842	0.0161319	0.0131269	0.00824237	0.00806139	0.00136445	0.0111819	0.00437849	0.00277175	0.00649886	0.0508688	0.00525106	0.00643682	0.00421138	0.00525171	0.00413419	0.00233638	0.000599089	0.00331926	0.00664154	0.00587706	0.0256821	0.0128789	0.00362779	0.0138084	0.0133023	0.0101437	0.00404944	0.00519797	0.0148762	0.0167808	0.0106403	0.0121122	0.0138785	0.00936092	0.0109504	0.00224067	0.00206196	0.00460333	0.0142069	0.0145305	0.0096681	0.00816567	0.004634	0.011113	0.00492499	0.00426516	0.0110867	0.001266	0.0147185	0.00996081	0.00696794	0.0150938	0.0101149	0.0110648	0.00201703	0.0181607	0.00102977	0.604059	0.395941	5.330514
180	-5707.363	-5879.324	171.9608	0.25147	0.172711	0.122324	0.00722461	0.0932859	0.0318257	0.0162862	0.00990641	0.0377812	0.0625934	0.158605	0.153568	0.0670214	0.0669636	0.0100752	0.0788147	0.0245744	0.0673684	0.0678583	0.00532451	0.0495577	0.0375554	0.0126658	0.0631702	0.0298258	0.0387637	0.00630002	0.0376023	0.088398	0.230318	0.0110327	0.0242613	0.00247835	4.93903e-05	0.0138128	0.046718	0.00954796	0.0425864	0.0662975	0.0808724	0.058192	0.128712	0.0384712	0.0824632	0.0413119	0.0473034	0.0315473	0.0437588	0.0281698	0.0668961	0.0742243	0.0336411	0.04603	0.20479	0.0207228	0.0476693	0.0264324	0.0579355	0.0171015	0.050848	0.046243	0.0290551	0.031614	0.0272476	0.145554	0.0819231	0.00914023	0.0957708	0.0292692	0.0282241	0.0758041	0.0557285	0.0516993	0.0444645	0.0387205	0.0394564	0.0388982	0.0527561	0.058446	0.00974993	0.00725444	0.0546505	0.0614002	0.0363413	0.0367638	0.0382449	0.0254333	0.0488937	0.0307083	0.0310591	0.0812563	0.0661189	0.0330682	0.0304166	0.0845367	0.141363	0.0520834	0.0712783	0.0064197	0.0598464	0.0277762	0.7698439	1.230156	0.233732	0.492178	0.801582	1.24753	2.03179	4.27841	1.051039	1.597929	0.0452423	0.0310727	0.0220074	0.00129979	0.0167832	0.00572581	0.00293007	0.00178227	0.00679727	0.0112613	0.0285349	0.0276287	0.0120579	0.0120475	0.00181265	0.0141797	0.00442122	0.0121203	0.0122085	0.000957939	0.00891599	0.00675665	0.00227872	0.011365	0.005366	0.00697403	0.00113345	0.00676508	0.0159038	0.0414368	0.0019849	0.00436489	0.000445883	8.88588e-06	0.00248507	0.00840509	0.00171779	0.00766177	0.0119277	0.0145499	0.0104694	0.0231568	0.00692141	0.0148361	0.00743248	0.00851041	0.00567572	0.00787271	0.00506806	0.0120354	0.0133538	0.00605242	0.00828132	0.036844	0.00372826	0.00857625	0.00475549	0.0104233	0.00307675	0.00914814	0.00831964	0.00522734	0.00568771	0.00490215	0.0261869	0.0147389	0.00164443	0.0172303	0.00526586	0.00507783	0.013638	0.0100262	0.00930129	0.00799967	0.00696625	0.00709865	0.00699823	0.00949141	0.0105151	0.00175412	0.00130516	0.00983224	0.0110466	0.00653821	0.00661422	0.00688069	0.00457573	0.00879652	0.00552477	0.00558788	0.0146189	0.0118955	0.00594934	0.00547229	0.0152091	0.0254328	0.00937039	0.0128238	0.00115498	0.010767	0.00499726	0.615078	0.384922	5.558294
216	-5714.303	-5887.727	173.4235	0.122101	0.129255	0.0713517	0.0245955	0.0852256	0.00718807	0.0126799	0.0128751	0.0609976	0.0465298	0.118054	0.127531	0.0409137	0.0394018	0.0236778	0.0705947	0.0285239	0.0247904	0.0451468	0.0290931	0.0564224	0.0459294	0.0220173	0.131084	0.0311102	0.0303495	0.00801642	0.0187609	0.0753147	0.0967214	0.0220899	0.0517682	0.0123596	0.000669515	0.0165086	0.0423829	0.0169736	0.022832	0.0841919	0.0927992	0.0636299	0.103713	0.0652234	0.109541	0.0308956	0.0322443	0.0227804	0.0479803	0.0548419	0.0499305	0.0852345	0.0188649	0.0443612	0.16659	0.00582513	0.0141799	0.0307626	0.00602042	0.021888	0.0802669	0.0657508	0.00566297	0.0232194	0.0128543	0.0988582	0.0665807	0.0459175	0.0835618	0.0551421	0.0149601	0.0615811	0.0388104	0.0755486	0.0748556	0.0692225	0.039376	0.0267799	0.0287553	0.03745	0.00856713	0.0282717	0.00752315	0.0655351	0.0184024	0.0101553	0.0340266	0.0127162	0.038445	0.0103007	0.000708202	0.0623887	0.0500721	0.0769318	0.0280193	0.0290279	0.103527	0.057823	0.0434108	0.0138594	0.0621543	0.0537468	0.8716583	1.128342	0.190581	0.445546	0.777071	1.28688	2.24444	5.24712	1.198616	1.294477	0.025469	0.0269612	0.0148832	0.00513037	0.0177772	0.00149936	0.00264489	0.0026856	0.0127235	0.00970563	0.0246248	0.0266016	0.00853417	0.00821882	0.00493895	0.0147253	0.00594979	0.00517103	0.00941716	0.00606851	0.0117691	0.0095804	0.00459259	0.0273428	0.00648926	0.00633059	0.00167214	0.00391332	0.0157099	0.0201751	0.00460773	0.0107983	0.00257809	0.000139654	0.00344353	0.00884064	0.00354052	0.00476252	0.0175616	0.0193569	0.0132725	0.0216335	0.0136049	0.0228491	0.00644449	0.00672583	0.00475175	0.0100082	0.0114395	0.010415	0.017779	0.00393503	0.00925329	0.0347489	0.00121506	0.00295777	0.00641676	0.0012558	0.00456561	0.0167428	0.0137149	0.00118124	0.00484333	0.00268128	0.0206208	0.013888	0.00957792	0.0174301	0.0115021	0.00312052	0.0128452	0.00809545	0.0157587	0.0156141	0.0144391	0.00821342	0.00558601	0.00599807	0.00781168	0.00178701	0.00589718	0.00156925	0.0136699	0.00383854	0.0021183	0.0070976	0.00265246	0.00801923	0.00214861	0.000147723	0.0130136	0.0104445	0.0160472	0.00584454	0.00605493	0.0215947	0.0120613	0.00905504	0.00289093	0.0129647	0.011211	0.564171	0.435829	4.794103
252	-5731.271	-5900.708	169.4367	0.261482	0.125971	0.0116745	0.0578222	0.0979736	0.0389275	0.0407156	0.0172273	0.0418721	0.134103	0.193916	0.157796	0.161287	0.134793	0.00335979	0.115666	0.0296128	0.0806171	0.0644629	0.00714052	0.0705543	0.063261	0.00535371	0.0908033	0.0195569	0.0397626	0.0269048	0.0343136	0.107944	0.295286	0.00880116	0.0666096	0.0112567	0.0148258	0.0127687	0.0159847	0.0247969	0.036422	0.0404215	0.0650079	0.138665	0.187803	0.0644774	0.0897682	0.0910417	0.0635954	0.0389135	0.0263462	0.049493	0.0857891	0.0843395	0.0392456	0.0296422	0.0826113	0.0158628	0.127737	0.111823	0.0545276	0.0307551	0.0542874	0.0392929	0.189806	0.0645379	0.039789	0.0447115	0.0386833	0.151558	0.0575343	0.0109169	0.0873558	0.130319	0.0436	0.0504311	0.0174565	0.00545043	0.101012	0.0868251	0.104245	0.0561929	0.0822177	0.0692715	0.0885698	0.0236018	0.067827	0.00367996	0.0637302	0.0597447	0.031242	0.0283128	0.101298	0.0919484	0.0275428	0.0220906	0.222435	0.0165973	0.0144071	0.0251916	0.145249	0.0603416	0.0686979	0.0566004	0.7897373	1.210263	0.251395	0.509979	0.810516	1.23378	1.96087	3.97781	0.9983634	1.532488	0.0374397	0.0180368	0.00167158	0.00827913	0.0140281	0.00557373	0.00582977	0.00246664	0.00599535	0.0192012	0.0277654	0.0225936	0.0230935	0.0193	0.000481064	0.0165614	0.00424004	0.011543	0.00922996	0.0010224	0.0101021	0.00905787	0.000766558	0.0130014	0.00280021	0.00569331	0.00385229	0.0049131	0.0154557	0.0422798	0.00126017	0.00953733	0.00161176	0.0021228	0.00182826	0.00228872	0.00355049	0.00521499	0.00578766	0.00930799	0.0198545	0.0268901	0.00923204	0.0128532	0.0130356	0.00910575	0.00557174	0.00377231	0.00708653	0.0122835	0.0120759	0.00561929	0.00424425	0.0118285	0.00227128	0.0182897	0.0160111	0.0078074	0.0044036	0.00777301	0.00562605	0.0271769	0.0092407	0.00569709	0.0064019	0.00553877	0.0217004	0.0082379	0.00156311	0.0125078	0.0186594	0.00624276	0.00722085	0.00249947	0.000780406	0.0144632	0.0124318	0.0149261	0.00804585	0.0117721	0.00991847	0.0126816	0.00337937	0.00971164	0.000526906	0.00912504	0.00855439	0.00447331	0.0040539	0.0145041	0.0131654	0.00394364	0.00316298	0.0318487	0.00237645	0.00206284	0.003607	0.0207971	0.00863987	0.00983634	0.00810419	0.605131	0.394869	6.984093
288	-5723.9	-5897.046	173.1459	0.171618	0.121978	0.0434511	0.0128705	0.0618243	0.00641169	0.0154618	0.0127553	0.0593465	0.0353927	0.0733784	0.130041	0.0508404	0.0530571	0.00948462	0.0848321	0.0342384	0.0411538	0.0297884	0.00218808	0.0496266	0.0667491	0.0217982	0.0727249	0.0182465	0.0411231	0.00544662	0.0196208	0.0963464	0.113064	0.0257542	0.0620995	0.0205369	0.00299364	0.00322843	0.0894357	0.0310029	0.0363975	0.117093	0.0685141	0.105836	0.130984	0.0453825	0.0765767	0.0597622	0.0366261	0.0302685	0.0432327	0.0454669	0.0646284	0.11302	0.0452449	0.0457319	0.237251	0.0201669	0.0371879	0.0129904	0.0756133	0.0464162	0.0156217	0.0375659	0.0305212	0.0201124	0.0330252	0.111789	0.0411535	0.0345222	0.139988	0.0647758	0.0292727	0.0187794	0.0637849	0.0518236	0.0574834	0.0235164	0.0133329	0.034455	0.0520328	0.0565655	0.0359904	0.00539241	0.0258524	0.0414998	0.0136603	0.0169214	0.0222439	0.0397019	0.049457	0.0129832	0.0196481	0.0655902	0.0315739	0.0274099	0.0613936	0.0496426	0.0577991	0.0325025	0.0170376	0.00585942	0.0710281	0.0304167	0.8232399	1.17676	0.220513	0.4784	0.794513	1.25863	2.0903	4.53487	1.093133	1.429426	0.034684	0.0246519	0.0087815	0.00260114	0.0124947	0.00129581	0.00312485	0.00257786	0.011994	0.0071529	0.0148298	0.0262814	0.0102749	0.0107229	0.00191685	0.0171446	0.0069196	0.00831722	0.00602026	0.000442213	0.0100296	0.01349	0.00440543	0.0146978	0.00368763	0.00831101	0.00110077	0.00396538	0.0194717	0.0228504	0.00520494	0.0125504	0.00415052	0.000605016	0.000652468	0.018075	0.00626572	0.00735597	0.0236645	0.0138468	0.0213896	0.0264719	0.00917183	0.0154762	0.012078	0.00740216	0.00611729	0.00873736	0.0091889	0.0130615	0.0228414	0.00914403	0.00924245	0.0479486	0.00407574	0.00751571	0.00262537	0.0152815	0.00938076	0.00315716	0.0075921	0.00616836	0.00406473	0.00667441	0.0225926	0.00831715	0.00697696	0.0282917	0.0130912	0.00591604	0.00379533	0.012891	0.0104736	0.0116174	0.00475269	0.00269459	0.00696338	0.0105159	0.0114319	0.00727369	0.00108981	0.00522479	0.00838714	0.00276075	0.00341982	0.00449552	0.00802379	0.00999529	0.00262392	0.00397089	0.0132558	0.00638112	0.00553956	0.0124077	0.0100328	0.0116812	0.00656877	0.00344331	0.00118419	0.0143548	0.00614724	0.58838	0.41162	4.948026
